"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물용도명","기존게임업외업종명","문화사업자구분명","문화체육업종명","소방시설여부","시설면적","제공게임물명","주변환경명","지역구분명","총게임기수","최초등록시점","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"3987","스타게임파크","강원도 철원군 서면 와수리 1140-14번지 ","강원도 철원군 서면 와수로173번길 15","20160108","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","135","전체이용가","기타","일반상업지역","21","","","238327.17540100000  ","526585.93665400000  ","CDFF2241142016000001","영업중"
"3988","매직캠프 게임스테이션(magic camp game station)","대전광역시 동구 자양동 68-4번지 B01 ","대전광역시 동구 동대전로 149, B01호 (자양동)","20151229","운영중","","","","","","","","","유통관련업","청소년게임제공업","","270","전체이용가","","","9","","","240072.09911400000  ","315352.18018700000  ","CDFF2241142015000002","영업중"
"3989","고속철게임랜드","전라북도 익산시 동산동 1056-2번지 ","전라북도 익산시 서동로 126, 2층 (동산동, 동산매장)","20160329","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","208.08","전체이용가","","","40","","","196844.09298600000  ","270816.52924700000  ","CDFF2241142016000005","영업중"
"3990","둘리게임랜드","서울특별시 성북구 상월곡동 7-303번지 2층 ","서울특별시 성북구 화랑로21길 65 (상월곡동)","20160316","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","89.79","전체이용가","주택가주변","근린상업지역","40","","","204613.44570700000  ","456609.99831100000  ","CDFF2241142016000001","영업중"
"3991","씽씽쏭쏭오락실","대구광역시 달서구 진천동 242-5번지 ","대구광역시 달서구 월배로24길 27, 가동 1호 (진천동)","20160414","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","63.84","전체이용가","","상업지역","14","","","338063.69567900000  ","258437.26597600000  ","CDFF2241142016000004","영업중"
"3992","별코인 노래","서울특별시 관악구 신림동 1433-49번지 지하1층 ","서울특별시 관악구 남부순환로 1601, 지하1층 (신림동)","20160317","운영중","","","","","","","","","유통관련업","청소년게임제공업","","197.02","전체이용가","","일반상업지역","26","","","193673.29679700000  ","442770.89753400000  ","CDFF2241142016000002","영업중"
"3993","제일게임랜드","","대전광역시 중구 중앙로170번길 23 (은행동)","20160317","운영중","99991231","","99991231","","","","근린생활시설","","유통관련업","청소년게임제공업","","85.6","전체이용가","기타","상업지역","40","","","238526.66448000000  ","314600.93364700000  ","CDFF2241142016000001","영업중"
"3994","Stylish Musik(스타뮤)","경기도 수원시 장안구 율전동 288번지 지하1층 ","경기도 수원시 장안구 화산로213번길 9-3 (율전동, 산이슬교회)","20160222","운영중","","","","","","","","","유통관련업","청소년게임제공업","","165","전체이용가","","","20","","","197612.15782200000  ","422221.70164800000  ","CDFF2241142016000004","영업중"
"3995","프랜드 코인 노래 게임존","","경기도 광명시 하안로287번길 7, 지층 (하안동, 삼희빌딩)","20160420","운영중","","","","","","","","","유통관련업","청소년게임제공업","","270.32","전체이용가","","","","","","189377.10016900000  ","440178.92697900000  ","CDFF2241142016000002","영업중"
"3996","TOYLAND","충청남도 보령시 대천동 422-4번지 ","충청남도 보령시 중앙로 125 (대천동)","20160304","운영중","","","","","","","","","유통관련업","청소년게임제공업","","84.9","전체이용가","","","35","","","163252.04389600000  ","317185.91122900000  ","CDFF2241142016000001","영업중"
"3997","뉴욕게임랜드","경상남도 사천시 서금동 145-4번지 지하1층,뉴욕게임랜드 ","경상남도 사천시 목섬길 113 (서금동, 지하1층,뉴욕게임랜드)","20160331","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","94.14","전체이용가","유흥업소밀집지역","일반상업지역","40","","","298316.12617300000  ","159371.06399300000  ","CDFF2241142016000001","영업중"
"3998","택지게임장","강원도 강릉시 교동 1882-7번지 ","강원도 강릉시 솔올로5번길 51, 2층 (교동)","20160322","운영중","","","","","","","","","유통관련업","청소년게임제공업","","130.74","전체이용가","","","40","","","365393.34595400000  ","475478.80645100000  ","CDFF2241142016000004","영업중"
"3999","팍스코인","충청북도 충주시 대소원면 검단리 134-9번지 ","충청북도 충주시 대소원면 하검단2길 67","20160411","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","70","전체이용가","학교정화(상대)","관리지역","13","","","277681.11062800000  ","386542.69796600000  ","CDFF2241142016000002","영업중"
"4000","야놀자","전라북도 전주시 덕진구 금암동 664-43번지 ","전라북도 전주시 덕진구 권삼득로 309 (금암동)","20160321","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","137.88","전체이용가","","일반주거지역","13","","","211565.90273200000  ","260688.65455200000  ","CDFF2241142016000006","영업중"
"4001","게임스타","전라북도 전주시 완산구 고사동 355-1번지 ","전라북도 전주시 완산구 전주객사3길 72 (고사동)","20160229","운영중","","","","","","","","","유통관련업","청소년게임제공업","","148.65","전체이용가","","","18","","","212728              ","257827              ","CDFF2241142016000005","영업중"
"4002","Funny Land(퍼니랜드)","서울특별시 마포구 서교동 408-22번지 ","서울특별시 마포구 어울마당로 46-1, 1층,2층 (서교동)","20160415","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","248.85","전체이용가","","","43","","02-322-9074","193020.54700000000  ","449964.80201100000  ","CDFF2241142016000001","영업중"
"4003","시민게임랜드","대구광역시 북구 복현동 426-4번지 3층 ","대구광역시 북구 동북로 236, 3층 (복현동)","20160415","운영중","","","","","","","","","유통관련업","청소년게임제공업","","200.5","전체이용가","","","40","","","345997.97496900000  ","267673.44182300000  ","CDFF2241142016000005","영업중"
"4004","대명 게임랜드","부산광역시 중구 남포동6가 95-1번지 ","부산광역시 중구 비프광장로 14-2 (남포동6가)","20160411","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","179.73","전체이용가","","","","","","384823.25610800000  ","179888.18953500000  ","CDFF2241142016000008","영업중"
"4005","한가족뽑기샾","부산광역시 해운대구 반송동 250-2511번지 ","부산광역시 해운대구 아랫반송로59번길 58, 1층 (반송동, 뽀모도로)","20160324","운영중","","","","","","","","","유통관련업","청소년게임제공업","","23.65","전체이용가","","","8","","080-300-7272","395982.36099900000  ","194013.00383400000  ","CDFF2241142016000001","영업중"
"4006","대박게임장","경기도 시흥시 신천동 740번지 2층일부 ","경기도 시흥시 수인로3381번길 13, 2층 일부호 (신천동, 경도빌딩)","20160411","운영중","","","","","","","","","유통관련업","청소년게임제공업","","88.5","전체이용가","","","","","","180702              ","437575              ","CDFF2241142016000002","영업중"
"4007","픽미픽미(둔포점)","충청남도 아산시 둔포면 석곡리 1373번지 ","충청남도 아산시 둔포면 아산밸리중앙로 98, 103호","20160404","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","31.5","전체이용가","","","4","","","205233.64943000000  ","380496.42630600000  ","CDFF2241142016000001","영업중"
"4008","푸쉬푸쉬멀티샵","경상북도 포항시 남구 오천읍 원리 937-6번지 ","경상북도 포항시 남구 오천읍 냉천로302번길 11","20160325","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","56","전체이용가","기타","일반주거지역","6","","","417184              ","276824              ","CDFF2241142016000004","영업중"
"4009","플레이존 게임장","강원도 삼척시 갈천동 산 16-4번지 ","강원도 삼척시 수로부인길 453 (갈천동, (주)대명레저산업삼척지점)","20160620","운영중","","","","","","","콘도미니엄","","유통관련업","청소년게임제공업","","160.76","전체이용가","기타","자연녹지지역","27","","033-803-7953","391390              ","443119              ","CDFF2241142016000001","영업중"
"4010","추억의 뽑기방","부산광역시 서구 동대신동2가 313-154번지 ","부산광역시 서구 대영로73번길 16 (동대신동2가)","20160627","운영중","","","","","","","","","유통관련업","청소년게임제공업","","29.22","전체이용가","","","10","","","384067.30383400000  ","181302.64157400000  ","CDFF2241142016000001","영업중"
"4011","스마일게임존","경기도 안산시 단원구 고잔동 535-1번지 9층 ","경기도 안산시 단원구 고잔2길 41, 9층 (고잔동, 신양복합빌딩)","20160622","운영중","","","","","","","","","유통관련업","청소년게임제공업","","107.19","전체이용가","","","22","","","185431.49675700000  ","424311.12000200000  ","CDFF2241142016000011","영업중"
"4012","즐","경기도 안양시 만안구 안양동 674-100번지 ","경기도 안양시 만안구 만안로 209, 1층 (안양동)","20160629","운영중","","","","","","","","","유통관련업","청소년게임제공업","","33.25","전체이용가","","","10","","","193181              ","433044              ","CDFF2241142016000003","영업중"
"4013","인형뽑기방","전라남도 순천시 연향동 1337-12번지 1층 ","전라남도 순천시 연향상가6길 20, 1층 (연향동, 미스바리깡)","20161014","운영중","","","","","","","","","유통관련업","청소년게임제공업","","99","전체이용가","","","10","","","247511.84126200000  ","161848.76312100000  ","CDFF2241142016000005","영업중"
"4014","놀이터뽑기샵","서울특별시 관악구 신림동 1638-15번지 1층 ","서울특별시 관악구 신원로 39, 1층 (신림동)","20161014","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","65.6","전체이용가","유흥업소밀집지역","일반상업지역","23","","","193756.33415900000  ","442558.64716600000  ","CDFF2241142016000013","영업중"
